56.0	60.1	60.1	60.1	60.1	60.1	60.1	61.1	61.1	61.1
-9.2	-25.3	-25.3	-25.3	-25.3	-25.3	-25.3	-25.3	-25.3	-25.3
25.4	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8
-0.4	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8
20.0	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1
-7.4	-16.8	-16.8	-16.8	-16.8	-16.8	-16.8	-16.8	-16.8	-16.8
-21.6	-49.2	-49.2	-49.2	-49.2	-49.2	-49.2	-49.2	-49.2	-50.2
90.0	105.9	105.9	105.9	106.9	105.9	105.9	107.9	107.9	107.9
27.3	26.6	26.6	26.6	26.6	26.6	26.6	27.6	27.6	29.6
-7.2	-19.5	-19.5	-19.5	-19.5	-19.5	-19.5	-19.5	-19.5	-19.5
28.7	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3
15.3	22.6	22.6	22.6	22.6	22.6	22.6	22.6	22.6	23.6
1.3	-1.3	-1.3	-1.3	-1.3	-1.3	-0.3	-1.3	-1.3	-1.3
-11.1	-22.2	-22.2	-22.2	-22.2	-22.2	-22.2	-22.2	-22.2	-22.2
7.3	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7
-21.7	-43.4	-43.4	-43.4	-43.4	-43.4	-43.4	-43.4	-43.4	-43.4
17.2	33.4	33.4	33.4	33.4	33.4	33.4	33.4	33.4	33.4
25.9	51.9	51.9	51.9	51.9	51.9	51.9	51.9	51.9	51.9
19.6	23.3	23.3	23.3	23.3	23.3	23.3	24.3	24.3	24.3
-0.5	-3.1	-3.1	-3.1	-3.1	-3.1	-3.1	-3.1	-3.1	-3.1
53.6	46.3	46.3	46.3	46.3	46.3	47.3	47.3	48.3	50.3
17.4	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8
6.7	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
9.9	15.7	15.7	15.7	15.7	15.7	15.7	15.7	15.7	15.7
1.4	-2.1	-2.1	-2.1	-2.1	-2.1	-2.1	-2.1	-2.1	-2.1
-10.2	-39.4	-39.4	-39.4	-39.4	-40.4	-40.4	-40.4	-40.4	-40.4
13.6	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2
4.2	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3
10.3	18.7	18.7	18.7	18.7	18.7	18.7	18.7	18.7	18.7
10.3	11.5	10.5	11.5	11.5	11.5	11.5	11.5	10.5	10.5
19.2	35.4	35.4	35.4	35.4	35.4	35.4	34.4	34.4	34.4
47.2	65.4	65.4	64.4	64.4	65.4	65.4	63.4	62.4	60.4
3.1	-8.9	-8.9	-8.9	-8.9	-7.9	-8.9	-9.9	-9.9	-8.9
-19.6	-48.1	-48.1	-48.1	-48.1	-48.1	-48.1	-48.1	-48.1	-48.1
70.3	88.6	88.6	88.6	88.6	88.6	88.6	87.6	87.6	85.6
25.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	3.0
65.5	71.1	71.1	71.1	71.1	71.1	72.1	70.1	72.1	74.1
-7.4	-25.8	-25.8	-25.8	-25.8	-25.8	-25.8	-25.8	-25.8	-25.8
-3.2	-10.3	-10.3	-10.3	-10.3	-10.3	-10.3	-10.3	-10.3	-10.3
62.0	64.0	64.0	64.0	64.0	64.0	64.0	64.0	65.0	66.0
4.9	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8
-36.5	-73.0	-73.0	-73.0	-73.0	-73.0	-73.0	-73.0	-73.0	-73.0
7.3	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6
-0.7	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4
-8.0	-22.9	-22.9	-22.9	-22.9	-22.9	-22.9	-23.9	-23.9	-22.9
40.8	57.6	57.6	56.6	56.6	56.6	59.6	56.6	54.6	53.6
39.9	59.8	59.8	58.8	58.8	56.8	56.8	55.8	55.8	53.8
2.5	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1
-1.8	-6.6	-6.6	-6.6	-6.6	-6.6	-6.6	-6.6	-6.6	-6.6
7.4	13.8	13.8	13.8	13.8	13.8	13.8	13.8	13.8	12.8
-5.2	-10.4	-10.4	-10.4	-10.4	-10.4	-10.4	-10.4	-10.4	-10.4
-8.1	-18.1	-18.1	-18.1	-18.1	-18.1	-18.1	-18.1	-18.1	-18.1
-6.5	-15.0	-15.0	-15.0	-15.0	-15.0	-15.0	-15.0	-16.0	-16.0
-27.8	-63.6	-63.6	-63.6	-64.6	-64.6	-64.6	-64.6	-64.6	-64.6
-1.7	-3.4	-3.4	-3.4	-3.4	-3.4	-3.4	-3.4	-3.4	-3.4
7.9	14.8	14.8	14.8	14.8	14.8	14.8	14.8	14.8	14.8
-2.1	-5.2	-5.2	-5.2	-5.2	-5.2	-5.2	-6.2	-6.2	-6.2
5.7	10.5	10.5	10.5	10.5	10.5	10.5	10.5	9.5	9.5
6.4	5.9	5.9	4.9	4.9	4.9	4.9	4.9	4.9	3.9
-4.9	-12.7	-12.7	-12.7	-12.7	-12.7	-12.7	-12.7	-12.7	-11.7
-1.9	-5.8	-5.8	-5.8	-5.8	-5.8	-5.8	-5.8	-5.8	-6.8
-2.0	-4.1	-4.1	-4.1	-4.1	-4.1	-4.1	-4.1	-4.1	-4.1
2.2	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5
36.8	70.7	70.7	70.7	70.7	70.7	70.7	70.7	70.7	69.7
10.0	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1	18.1
52.7	44.4	44.4	44.4	44.4	45.4	44.4	44.4	43.4	43.4
14.3	14.6	14.6	14.6	14.6	14.6	14.6	14.6	15.6	18.6
28.8	56.7	56.7	56.7	56.7	56.7	56.7	56.7	56.7	56.7
0.3	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
-11.4	-22.8	-22.8	-22.8	-22.8	-22.8	-22.8	-22.8	-22.8	-22.8
17.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0
3.8	5.5	5.5	5.5	4.5	4.5	4.5	4.5	4.5	4.5
